team1_name,team2_name,map_number,champs1_names,champs2_names,win,match_day,first_blood,kills_5
MVP,ESC Ever,1,"Maokai, Nidalee, Azir, Lucian, Karma","Trundle, Kindred, Viktor, Ezreal, Braum",100,2016-06-12,200,200
ESC Ever,MVP,2,"Trundle, Elise, Azir, Sivir, Bard","Ekko, Gragas, Varus, Ashe, Karma",200,2016-06-11,100,200
